date,rate,ma250
1994-01-01,8.7,
1994-01-03,8.7,
1994-01-04,8.7,
1994-01-05,8.7,
1994-01-06,8.7,
1994-01-07,8.69,
1994-01-08,8.7,
1994-01-10,8.7,
1994-01-11,8.7,
1994-01-12,8.7,
1994-01-13,8.7,
1994-01-14,8.7,
1994-01-15,8.7,
1994-01-17,8.7,
1994-01-18,8.7,
1994-01-19,8.7,
1994-01-20,8.7,
1994-01-21,8.7,
1994-01-22,8.7,
1994-01-24,8.7,
1994-01-25,8.71,
1994-01-26,8.7,
1994-01-27,8.7,
1994-01-28,8.7,
1994-01-29,8.7,
1994-01-31,8.7,
1994-02-01,8.6994,
1994-02-02,8.701,
1994-02-03,8.7034,
1994-02-04,8.701,
1994-02-05,8.7005,
1994-02-07,8.7005,
1994-02-08,8.7074,
1994-02-09,8.7074,
1994-02-15,8.7074,
1994-02-16,8.7024,
1994-02-17,8.7065,
1994-02-18,8.702,
1994-02-19,8.6988,
1994-02-21,8.6988,
1994-02-22,8.6995,
1994-02-23,8.6966,
1994-02-24,8.7022,
1994-02-25,8.694700000000001,
1994-02-26,8.7044,
1994-02-28,8.7044,
1994-03-01,8.702,
1994-03-02,8.705,
1994-03-03,8.706,
1994-03-04,8.7062,
1994-03-05,8.7066,
1994-03-07,8.7066,
1994-03-08,8.705,
1994-03-09,8.7038,
1994-03-10,8.7003,
1994-03-11,8.7038,
1994-03-12,8.7005,
1994-03-14,8.7005,
1994-03-15,8.7,
1994-03-16,8.700700000000001,
1994-03-17,8.7002,
1994-03-18,8.6991,
1994-03-19,8.6992,
1994-03-21,8.6992,
1994-03-22,8.697799999999999,
1994-03-23,8.6993,
1994-03-24,8.705499999999999,
1994-03-25,8.7012,
1994-03-26,8.7016,
1994-03-28,8.7016,
1994-03-29,8.7024,
1994-03-30,8.7002,
1994-03-31,8.708,
1994-04-01,8.6987,
1994-04-04,8.6988,
1994-04-05,8.6967,
1994-04-06,8.6999,
1994-04-07,8.6982,
1994-04-08,8.6999,
1994-04-11,8.700099999999999,
1994-04-12,8.6991,
1994-04-13,8.6992,
1994-04-14,8.6982,
1994-04-15,8.6971,
1994-04-18,8.6961,
1994-04-19,8.6952,
1994-04-20,8.6945,
1994-04-21,8.6937,
1994-04-22,8.6925,
1994-04-25,8.6925,
1994-04-26,8.690900000000001,
1994-04-27,8.689400000000001,
1994-04-28,8.6877,
1994-04-29,8.6872,
1994-05-03,8.6847,
1994-05-04,8.6784,
1994-05-05,8.6736,
1994-05-06,8.6682,
1994-05-09,8.6664,
1994-05-10,8.6653,
1994-05-11,8.664,
1994-05-12,8.6629,
1994-05-13,8.662,
1994-05-16,8.661,
1994-05-17,8.660599999999999,
1994-05-18,8.6607,
1994-05-19,8.660499999999999,
1994-05-20,8.6604,
1994-05-23,8.6602,
1994-05-24,8.6604,
1994-05-25,8.6602,
1994-05-26,8.6602,
1994-05-27,8.66,
1994-05-30,8.6598,
1994-05-31,8.6597,
1994-06-01,8.659600000000001,
1994-06-02,8.6594,
1994-06-03,8.6591,
1994-06-06,8.6591,
1994-06-07,8.658999999999999,
1994-06-08,8.658999999999999,
1994-06-09,8.6588,
1994-06-10,8.6585,
1994-06-13,8.6583,
1994-06-14,8.6581,
1994-06-15,8.6579,
1994-06-16,8.6575,
1994-06-17,8.6573,
1994-07-01,8.6517,
1994-07-04,8.651,
1994-07-05,8.65,
1994-07-06,8.6496,
1994-07-07,8.649,
1994-07-08,8.6481,
1994-07-11,8.6474,
1994-07-12,8.6466,
1994-07-13,8.645800000000001,
1994-07-14,8.6447,
1994-07-15,8.6437,
1994-07-18,8.6429,
1994-07-19,8.6418,
1994-07-20,8.6408,
1994-07-21,8.6389,
1994-07-22,8.6364,
1994-07-25,8.6335,
1994-07-26,8.6295,
1994-07-27,8.6264,
1994-07-28,8.6238,
1994-07-29,8.6214,
1994-08-01,8.6197,
1994-08-02,8.616900000000001,
1994-08-03,8.6141,
1994-08-04,8.6114,
1994-08-05,8.6088,
1994-08-08,8.6055,
1994-08-09,8.6023,
1994-08-10,8.600299999999999,
1994-08-11,8.5982,
1994-08-12,8.5962,
1994-08-15,8.5938,
1994-08-16,8.5912,
1994-08-17,8.5887,
1994-08-18,8.5856,
1994-08-19,8.5831,
1994-08-22,8.5801,
1994-08-23,8.5774,
1994-08-24,8.575800000000001,
1994-08-25,8.573500000000001,
1994-08-26,8.5708,
1994-08-29,8.5675,
1994-08-30,8.5643,
1994-08-31,8.5616,
1994-09-01,8.559099999999999,
1994-09-02,8.5565,
1994-09-05,8.554,
1994-09-06,8.5511,
1994-09-07,8.5491,
1994-09-08,8.547,
1994-09-09,8.5448,
1994-09-12,8.542200000000001,
1994-09-13,8.540700000000001,
1994-09-14,8.5396,
1994-09-15,8.5381,
1994-09-16,8.5365,
1994-09-19,8.5352,
1994-10-05,8.53,
1994-10-06,8.5301,
1994-10-07,8.53,
1994-10-10,8.53,
1994-10-11,8.5297,
1994-10-12,8.5297,
1994-10-13,8.5298,
1994-10-14,8.5297,
1994-10-17,8.5297,
1994-10-18,8.5296,
1994-10-19,8.5296,
1994-10-20,8.5295,
1994-10-21,8.5295,
1994-10-24,8.5295,
1994-10-25,8.5291,
1994-10-26,8.528500000000001,
1994-10-27,8.527899999999999,
1994-10-28,8.5273,
1994-10-31,8.5266,
1994-11-01,8.526,
1994-11-02,8.5255,
1994-11-03,8.5248,
1994-11-04,8.5238,
1994-11-07,8.5227,
1994-11-08,8.521799999999999,
1994-11-09,8.520800000000001,
1994-11-10,8.52,
1994-11-11,8.519,
1994-11-14,8.517999999999999,
1994-11-15,8.5174,
1994-11-16,8.5163,
1994-11-17,8.5153,
1994-11-18,8.514,
1994-11-21,8.5136,
1994-11-22,8.5131,
1994-11-23,8.512599999999999,
1994-11-24,8.512,
1994-11-25,8.5111,
1994-11-28,8.5105,
1994-11-29,8.5101,
1994-11-30,8.5093,
1994-12-01,8.509,
1994-12-02,8.5084,
1994-12-05,8.5079,
1994-12-06,8.5074,
1994-12-07,8.507,
1994-12-08,8.5041,
1994-12-09,8.5025,
1994-12-12,8.4992,
1994-12-13,8.496,
1994-12-14,8.493,
1994-12-15,8.4901,
1994-12-16,8.487400000000001,
1994-12-19,8.4835,
1994-12-20,8.4801,
1994-12-21,8.4754,
1994-12-22,8.472000000000001,
1994-12-23,8.4677,
1994-12-26,8.4626,
1994-12-27,8.4588,
1994-12-28,8.455,
1994-12-29,8.451799999999999,
1994-12-30,8.4491,
1995-01-03,8.4462,
1995-01-04,8.444700000000001,8.621812400000001
1995-01-05,8.4437,8.6207872
1995-01-06,8.443,8.6197592
1995-01-09,8.4426,8.6187296
1995-01-10,8.4422,8.6176984
1995-01-11,8.441699999999999,8.6166652
1995-01-12,8.4415,8.6156712
1995-01-13,8.4412,8.614636
1995-01-16,8.4411,8.6136004
1995-01-17,8.441,8.6125644
1995-01-18,8.4407,8.611527200000001
1995-01-19,8.4405,8.6104892
1995-01-20,8.440199999999999,8.60945
1995-01-23,8.44,8.60841
1995-01-24,8.4397,8.6073688
1995-01-25,8.439400000000001,8.6063264
1995-01-26,8.439,8.6052824
1995-01-27,8.4387,8.6042372
1995-02-06,8.4384,8.603190799999998
1995-02-07,8.437999999999999,8.6021428
1995-02-08,8.4375,8.6010928
1995-02-09,8.437000000000001,8.6000008
1995-02-10,8.436399999999999,8.598946399999999
1995-02-13,8.436,8.5978904
1995-02-14,8.4355,8.596832399999998
1995-02-15,8.4352,8.5957732
1995-02-16,8.4351,8.5947136
1995-02-17,8.4352,8.593656800000002
1995-02-20,8.4345,8.5925908
1995-02-21,8.434,8.5915132
1995-02-22,8.4337,8.590444
1995-02-23,8.4329,8.589373599999998
1995-02-24,8.4324,8.5883012
1995-02-27,8.432,8.5871996
1995-02-28,8.4316,8.5860964
1995-03-01,8.4311,8.584991200000001
1995-03-02,8.4308,8.583904800000001
1995-03-03,8.4299,8.5827984
1995-03-06,8.429400000000001,8.581708
1995-03-07,8.4282,8.5806256
1995-03-08,8.4273,8.5795396
1995-03-09,8.426499999999999,8.578447599999999
1995-03-10,8.4259,8.5773648
1995-03-13,8.4261,8.5762604
1995-03-14,8.4264,8.5751872
1995-03-15,8.426499999999999,8.5740756
1995-03-16,8.4274,8.5729676
1995-03-17,8.427999999999999,8.571871599999998
1995-03-20,8.4273,8.5707608
1995-03-21,8.427,8.5696448
1995-03-22,8.4262,8.5685248
1995-03-23,8.4268,8.5674056
1995-03-24,8.427200000000001,8.566288
1995-03-27,8.4276,8.5651784
1995-03-28,8.4277,8.564074
1995-03-29,8.4277,8.562983599999999
1995-03-30,8.4275,8.5618784
1995-03-31,8.4269,8.560784
1995-04-03,8.4264,8.5596876
1995-04-04,8.426,8.5585916
1995-04-05,8.4257,8.557491599999999
1995-04-06,8.4256,8.5563932
1995-04-07,8.4252,8.555297600000001
1995-04-10,8.4251,8.554201200000001
1995-04-11,8.4252,8.5531052
1995-04-12,8.425,8.552014
1995-04-13,8.4246,8.550915199999999
1995-04-14,8.424199999999999,8.549790000000002
1995-04-17,8.4241,8.5486816
1995-04-18,8.4238,8.5475704
1995-04-19,8.4236,8.546458399999999
1995-04-20,8.4234,8.545342400000001
1995-04-21,8.423200000000001,8.544234399999999
1995-04-24,8.423,8.5430944
1995-04-25,8.422699999999999,8.541990400000001
1995-04-26,8.420499999999999,8.540877199999999
1995-04-27,8.4138,8.5397456
1995-04-28,8.4102,8.5385868
1995-05-02,8.4074,8.5374236
1995-05-03,8.395199999999999,8.5362048
1995-05-04,8.3794,8.534921999999998
1995-05-05,8.3648,8.5335848
1995-05-08,8.344199999999999,8.5321648
1995-05-09,8.3347,8.5307108
1995-05-10,8.3247,8.5292212
1995-05-11,8.305299999999999,8.527657999999999
1995-05-12,8.295,8.5260572
1995-05-15,8.2828,8.5244104
1995-05-16,8.2716,8.522722
1995-05-17,8.2782,8.5210648
1995-05-18,8.2863,8.519440000000001
1995-05-19,8.290700000000001,8.517839200000001
1995-05-22,8.2932,8.5162544
1995-05-23,8.2959,8.5146872
1995-05-24,8.2988,8.5131336
1995-05-25,8.302200000000001,8.5116036
1995-05-26,8.3041,8.5101064
1995-05-29,8.3063,8.508637199999999
1995-05-30,8.3086,8.5071988
1995-05-31,8.3077,8.505764000000001
1995-06-01,8.3055,8.504324800000001
1995-06-02,8.3036,8.5028832
1995-06-05,8.3018,8.5014388
1995-06-06,8.2998,8.49999
1995-06-07,8.3004,8.4985476
1995-06-08,8.298300000000001,8.4970984
1995-06-09,8.2966,8.495642
1995-06-12,8.3,8.494200000000001
1995-06-13,8.3006,8.4927608
1995-06-14,8.3003,8.4913212
1995-06-15,8.3,8.4898796
1995-06-16,8.3019,8.4884464
1995-06-19,8.3004,8.4870072
1995-06-20,8.3002,8.485567999999999
1995-06-21,8.3,8.4841288
1995-06-22,8.3009,8.482693600000001
1995-06-23,8.3018,8.4812624
1995-06-26,8.301499999999999,8.4798308
1995-06-27,8.3013,8.478399600000001
1995-06-28,8.3007,8.476966
1995-06-29,8.3007,8.475532800000002
1995-06-30,8.3011,8.474101200000002
1995-07-03,8.3011,8.472670399999998
1995-07-04,8.3007,8.4712392
1995-07-05,8.3005,8.469807999999999
1995-07-06,8.3001,8.468376
1995-07-07,8.3,8.466944400000001
1995-07-10,8.3,8.4655144
1995-07-11,8.3023,8.4640944
1995-07-12,8.302,8.462695600000002
1995-07-13,8.3017,8.4612984
1995-07-14,8.3014,8.459904
1995-07-17,8.3011,8.45851
1995-07-18,8.3009,8.4571176
1995-07-19,8.3013,8.4557304
1995-07-20,8.3011,8.4543452
1995-07-21,8.3004,8.4529604
1995-07-24,8.3002,8.451578
1995-07-25,8.3004,8.4502008
1995-07-26,8.3003,8.448827200000002
1995-07-27,8.3002,8.447456399999998
1995-07-28,8.3005,8.446091200000001
1995-07-31,8.3003,8.4447292
1995-08-01,8.3,8.4433736
1995-08-02,8.3,8.442028
1995-08-03,8.3002,8.440694800000001
1995-08-04,8.3004,8.4393784
1995-08-07,8.3002,8.4380736
1995-08-08,8.3,8.436778400000001
1995-08-09,8.3014,8.435498399999998
1995-08-10,8.3016,8.434226
1995-08-11,8.3023,8.4329676
1995-08-14,8.3025,8.4317212
1995-08-15,8.3038,8.4304908
1995-08-16,8.3057,8.429278400000001
1995-08-17,8.3094,8.428094
1995-08-18,8.310599999999999,8.4269272
1995-08-21,8.3117,8.425772799999999
1995-08-22,8.3122,8.4246288
1995-08-23,8.3125,8.423494
1995-08-24,8.3133,8.422372
1995-08-25,8.3148,8.4212664
1995-08-28,8.3153,8.420172799999998
1995-08-29,8.3165,8.4190964
1995-08-30,8.318200000000001,8.4180368
1995-08-31,8.3193,8.4169936
1995-09-01,8.3198,8.4159632
1995-09-04,8.3192,8.4149368
1995-09-05,8.3186,8.4139172
1995-09-06,8.3181,8.4129064
1995-09-07,8.3178,8.411907600000001
1995-09-08,8.3175,8.4109204
1995-09-11,8.3171,8.4099424
1995-09-12,8.3177,8.408976799999998
1995-09-13,8.318,8.408022800000001
1995-09-14,8.3184,8.4070804
1995-09-15,8.318999999999999,8.406152
1995-09-18,8.3194,8.405233200000001
1995-09-19,8.319700000000001,8.404324
1995-09-20,8.3192,8.4034216
1995-09-21,8.3198,8.402532
1995-09-22,8.3194,8.4016468
1995-09-25,8.3194,8.400765999999999
1995-09-26,8.319099999999999,8.39989
1995-09-27,8.3192,8.3990208
1995-09-28,8.318999999999999,8.398155999999998
1995-09-29,8.3189,8.3973116
1995-10-04,8.3185,8.3964652
1995-10-05,8.3185,8.395619199999999
1995-10-06,8.318,8.3947712
1995-10-09,8.3174,8.393922
1995-10-10,8.316699999999999,8.393070000000002
1995-10-11,8.315800000000001,8.392214
1995-10-12,8.315,8.3913552
1995-10-13,8.314400000000001,8.390493999999999
1995-10-16,8.3142,8.3896324
1995-10-17,8.3148,8.3887732
1995-10-18,8.3148,8.3879144
1995-10-19,8.3141,8.3870528
1995-10-20,8.3142,8.3861916
1995-10-23,8.314400000000001,8.3853328
1995-10-24,8.3139,8.3844744
1995-10-25,8.313600000000001,8.3836172
1995-10-26,8.3137,8.3827628
1995-10-27,8.3143,8.3819136
1995-10-30,8.314400000000001,8.3810672
1995-10-31,8.3149,8.380224800000002
1995-11-01,8.3149,8.3793852
1995-11-02,8.3146,8.378548400000001
1995-11-03,8.3148,8.3777168
1995-11-06,8.3147,8.3768884
1995-11-07,8.3147,8.376064
1995-11-08,8.3149,8.3752436
1995-11-09,8.3148,8.374426800000002
1995-11-10,8.3146,8.3736132
1995-11-13,8.314,8.3727996
1995-11-14,8.3139,8.371990000000002
1995-11-15,8.313600000000001,8.3711832
1995-11-16,8.313099999999999,8.3703796
1995-11-17,8.3135,8.3695792
1995-11-20,8.3132,8.3687796
1995-11-21,8.312999999999999,8.367981200000001
1995-11-22,8.312899999999999,8.367184799999999
1995-11-23,8.3128,8.366391599999998
1995-11-24,8.3126,8.3656
1995-11-27,8.3122,8.3648084
1995-11-28,8.311399999999999,8.3640168
1995-11-29,8.3116,8.363227199999999
1995-11-30,8.312000000000001,8.3624416
1995-12-01,8.311900000000001,8.361657600000001
1995-12-04,8.3127,8.3608788
1995-12-05,8.313099999999999,8.3601032
1995-12-06,8.3132,8.3593396
1995-12-07,8.3133,8.3585828
1995-12-08,8.3135,8.35784
1995-12-11,8.3138,8.357111199999999
1995-12-12,8.3147,8.356398
1995-12-13,8.3148,8.3556968
1995-12-14,8.3146,8.3550056
1995-12-15,8.3154,8.3543332
1995-12-18,8.3171,8.3536812
1995-12-19,8.318,8.3530516
1995-12-20,8.3176,8.352433999999999
1995-12-21,8.3174,8.3518328
1995-12-22,8.3173,8.3512516
1995-12-25,8.3174,8.350686000000001
1995-12-26,8.318,8.350138000000001
1995-12-27,8.3179,8.3496024
1995-12-28,8.3179,8.349077600000001
1995-12-29,8.3179,8.348564399999999
1996-01-02,8.3174,8.3480552
1996-01-03,8.318,8.3475524
1996-01-04,8.319099999999999,8.347056799999999
1996-01-05,8.3203,8.3465676
1996-01-08,8.3204,8.3460804
1996-01-09,8.3215,8.3455996
1996-01-10,8.3214,8.345119200000001
1996-01-11,8.3208,8.3446376
1996-01-12,8.3204,8.3441548
1996-01-15,8.340399999999999,8.343752400000001
1996-01-16,8.320599999999999,8.343272
1996-01-17,8.3204,8.3427916
1996-01-18,8.3202,8.342311599999999
1996-01-19,8.319099999999999,8.341828
1996-01-22,8.3178,8.3413404
1996-01-23,8.3174,8.340852400000001
1996-01-24,8.317,8.3403644
1996-01-25,8.3163,8.339874800000002
1996-01-26,8.316699999999999,8.339388000000001
1996-01-29,8.3157,8.3388988
1996-01-30,8.315,8.338408800000002
1996-01-31,8.3147,8.337919600000001
1996-02-01,8.3138,8.3374292
1996-02-02,8.3132,8.336938
1996-02-05,8.3127,8.3364468
1996-02-06,8.313099999999999,8.335958399999999
1996-02-07,8.312000000000001,8.335466
1996-02-08,8.3111,8.3349696
1996-02-09,8.31,8.3344716
1996-02-12,8.3094,8.3339732
1996-02-13,8.309199999999999,8.333475199999999
1996-02-14,8.3104,8.332985200000001
1996-02-15,8.31,8.3324956
1996-02-16,8.3112,8.332012400000002
1996-02-17,8.313600000000001,8.3315404
1996-02-18,8.3141,8.3310724
1996-02-26,8.315199999999999,8.33061
1996-02-27,8.3169,8.330157999999999
1996-02-28,8.319600000000001,8.3297188
1996-02-29,8.3207,8.3292888
1996-03-01,8.3211,8.328864
1996-03-04,8.321,8.328442
1996-03-05,8.3208,8.3280216
1996-03-06,8.321,8.327601199999998
1996-03-07,8.3223,8.327184800000001
1996-03-08,8.322899999999999,8.3267704
1996-03-11,8.3239,8.3263564
1996-03-12,8.3263,8.3259496
1996-03-13,8.3299,8.32556
1996-03-14,8.3348,8.3251912
1996-03-15,8.333300000000001,8.3248196
1996-03-18,8.3317,8.3244392
1996-03-19,8.332699999999999,8.324061200000001
1996-03-20,8.333,8.3236828
1996-03-21,8.332,8.3233
1996-03-22,8.3318,8.3229164
1996-03-25,8.333300000000001,8.3225396
1996-03-26,8.3349,8.322171599999999
1996-03-27,8.3342,8.321802800000002
1996-03-28,8.333300000000001,8.321432000000001
1996-03-29,8.3355,8.3210712
1996-04-01,8.3339,8.3207044
1996-04-02,8.3339,8.3203392
1996-04-03,8.3339,8.3199744
1996-04-04,8.3338,8.3196088
1996-04-05,8.3325,8.319238799999999
1996-04-08,8.3311,8.318864800000002
1996-04-09,8.3312,8.3184928
1996-04-10,8.3315,8.3181224
1996-04-11,8.3318,8.3177544
1996-04-12,8.3324,8.3173896
1996-04-15,8.3322,8.317024799999999
1996-04-16,8.3321,8.3166604
1996-04-17,8.3317,8.316295199999999
1996-04-18,8.3312,8.3159292
1996-04-19,8.3309,8.3155708
1996-04-22,8.330599999999999,8.315237999999999
1996-04-23,8.33,8.3149172
1996-04-24,8.3302,8.3146084
1996-04-25,8.3301,8.314348
1996-04-26,8.3301,8.314150800000002
1996-04-29,8.33,8.3140116
1996-04-30,8.330599999999999,8.313957199999999
1996-05-02,8.3301,8.3139388
1996-05-03,8.3301,8.3139604
1996-05-06,8.33,8.314059199999999
1996-05-07,8.33,8.3141992
1996-05-08,8.33,8.314388
1996-05-09,8.33,8.314621599999999
1996-05-10,8.3301,8.3148292
1996-05-13,8.3302,8.315004799999999
1996-05-14,8.3302,8.3151628
1996-05-15,8.33,8.31531
1996-05-16,8.3301,8.315446800000002
1996-05-17,8.33,8.315571600000002
1996-05-20,8.3293,8.31568
1996-05-21,8.3284,8.3157772
1996-05-22,8.327300000000001,8.315861199999999
1996-05-23,8.3272,8.3159356
1996-05-24,8.326699999999999,8.3160116
1996-05-27,8.3261,8.316094
1996-05-28,8.325700000000001,8.316182399999999
1996-05-29,8.3248,8.316274400000001
1996-05-30,8.3262,8.316379999999999
1996-05-31,8.3263,8.316483600000002
1996-06-03,8.3255,8.3165924
1996-06-04,8.3254,8.3167076
1996-06-05,8.3249,8.3168072
1996-06-06,8.3239,8.3169004
1996-06-07,8.3234,8.3169928
1996-06-10,8.3237,8.317087599999999
1996-06-11,8.3234,8.3171736
1996-06-12,8.323500000000001,8.317266
1996-06-13,8.322899999999999,8.3173568
1996-06-14,8.3221,8.3174452
1996-06-17,8.3217,8.317528399999999
1996-06-18,8.3222,8.31761
1996-06-19,8.3224,8.3176936
1996-06-20,8.3218,8.317775600000001
1996-06-21,8.3212,8.317857600000002
1996-06-24,8.3203,8.317936
1996-06-25,8.3201,8.318012
1996-06-26,8.320599999999999,8.31809
1996-06-27,8.320599999999999,8.3181696
1996-06-28,8.321,8.3182516
1996-07-01,8.3221,8.318339600000002
1996-07-02,8.3217,8.3184264
1996-07-03,8.3211,8.3185108
1996-07-04,8.3201,8.318582000000001
1996-07-05,8.3202,8.318654800000001
1996-07-08,8.32,8.318727999999998
1996-07-09,8.3187,8.3187972
1996-07-10,8.3172,8.3188616
1996-07-11,8.3161,8.318922400000002
1996-07-12,8.316,8.3189812
1996-07-15,8.315900000000001,8.3190404
1996-07-16,8.3165,8.3191048
1996-07-17,8.3151,8.319164400000002
1996-07-18,8.315199999999999,8.3192236
1996-07-19,8.3147,8.319281199999999
1996-07-22,8.315199999999999,8.3193412
1996-07-23,8.314,8.319395199999999
1996-07-24,8.3132,8.3194468
1996-07-25,8.312999999999999,8.319498800000002
1996-07-26,8.3127,8.3195496
1996-07-29,8.311399999999999,8.3195944
1996-07-30,8.3111,8.319637199999999
1996-07-31,8.3109,8.31968
1996-08-01,8.3107,8.3197228
1996-08-02,8.3105,8.3197592
1996-08-05,8.3104,8.3197944
1996-08-06,8.31,8.319825199999999
1996-08-07,8.309800000000001,8.319854399999999
1996-08-08,8.3095,8.3198772
1996-08-09,8.3095,8.319892399999999
1996-08-12,8.309,8.319890800000001
1996-08-13,8.3086,8.3198828
1996-08-14,8.308,8.319868
1996-08-15,8.3074,8.319848799999999
1996-08-16,8.3072,8.319827599999998
1996-08-19,8.3069,8.319802
1996-08-20,8.3066,8.319769200000001
1996-08-21,8.3065,8.319734
1996-08-22,8.3071,8.3196964
1996-08-23,8.3069,8.319651200000001
1996-08-26,8.3071,8.319602399999999
1996-08-27,8.3071,8.319551599999999
1996-08-28,8.3069,8.3195024
1996-08-29,8.3066,8.319454399999998
1996-08-30,8.3064,8.319407599999998
1996-09-02,8.3063,8.3193616
1996-09-03,8.3061,8.319316
1996-09-04,8.306000000000001,8.3192716
1996-09-05,8.3061,8.3192252
1996-09-06,8.305900000000001,8.3191768
1996-09-09,8.3057,8.319126
1996-09-10,8.3055,8.319072
1996-09-11,8.305399999999999,8.319016
1996-09-12,8.305299999999999,8.3189584
1996-09-13,8.3052,8.3189024
1996-09-16,8.305,8.3188432
1996-09-17,8.3046,8.318783999999999
1996-09-18,8.3043,8.318723600000002
1996-09-19,8.3041,8.3186636
1996-09-20,8.3036,8.318601200000002
1996-09-23,8.302999999999999,8.318537200000002
1996-09-24,8.3024,8.3184712
1996-09-25,8.302200000000001,8.318406000000001
1996-09-26,8.3025,8.318342000000001
1996-09-27,8.302100000000001,8.318278399999999
1996-09-28,8.3017,8.3182156
1996-10-03,8.3017,8.318155599999999
1996-10-04,8.301499999999999,8.318098399999998
1996-10-07,8.3007,8.3180412
1996-10-08,8.3007,8.3179864
1996-10-09,8.3005,8.3179316
1996-10-10,8.3005,8.317874400000001
1996-10-11,8.299900000000001,8.3178148
1996-10-14,8.299299999999999,8.3177556
1996-10-15,8.2988,8.317694
1996-10-16,8.2981,8.3176288
1996-10-17,8.2975,8.3175632
1996-10-18,8.297,8.3174968
1996-10-21,8.2778,8.3173532
1996-10-22,8.2991,8.317292399999998
1996-10-23,8.3001,8.3172352
1996-10-24,8.3001,8.317176
1996-10-25,8.3006,8.3171188
1996-10-28,8.301,8.3170644
1996-10-29,8.3012,8.31701
1996-10-30,8.3007,8.316954
1996-10-31,8.3007,8.316897999999998
1996-11-01,8.2997,8.3168372
1996-11-04,8.2985,8.316771999999998
1996-11-05,8.2979,8.3167052
1996-11-06,8.297699999999999,8.31664
1996-11-07,8.2975,8.3165744
1996-11-08,8.2973,8.316509199999999
1996-11-11,8.297,8.3164448
1996-11-12,8.2966,8.3163772
1996-11-13,8.2967,8.3163112
1996-11-14,8.2981,8.3162516
1996-11-15,8.2994,8.3161976
1996-11-18,8.3,8.3161464
1996-11-19,8.3002,8.316096799999999
1996-11-20,8.3002,8.3160488
1996-11-21,8.3001,8.3160036
1996-11-22,8.3011,8.315961600000001
1996-11-25,8.3017,8.315920400000001
1996-11-26,8.3017,8.3158796
1996-11-27,8.3012,8.3158336
1996-11-28,8.301,8.3157852
1996-11-29,8.3007,8.3157352
1996-12-02,8.3012,8.3156868
1996-12-03,8.3012,8.3156376
1996-12-04,8.3011,8.3155868
1996-12-05,8.3013,8.315533199999999
1996-12-06,8.3013,8.3154792
1996-12-09,8.3002,8.3154216
1996-12-10,8.2996,8.3153584
1996-12-11,8.2994,8.3152876
1996-12-12,8.299199999999999,8.3152124
1996-12-13,8.2995,8.315140000000001
1996-12-16,8.299,8.3150664
1996-12-17,8.2986,8.3149916
1996-12-18,8.298300000000001,8.3149152
1996-12-19,8.2979,8.3148348
1996-12-20,8.2975,8.314753199999998
1996-12-23,8.297,8.314669599999998
1996-12-24,8.297699999999999,8.3145888
1996-12-25,8.298,8.3145112
1996-12-26,8.2979,8.3144308
1996-12-27,8.297699999999999,8.3143452
1996-12-30,8.298200000000001,8.314256799999999
1996-12-31,8.298200000000001,8.314168
1997-01-02,8.2984,8.3140756
1997-01-03,8.298300000000001,8.313983200000001
1997-01-06,8.298300000000001,8.3138932
1997-01-07,8.298,8.3138036
1997-01-08,8.2976,8.3136324
1997-01-09,8.2972,8.3135388
1997-01-10,8.2968,8.313444399999998
1997-01-13,8.2967,8.313350400000001
1997-01-14,8.2966,8.313260399999999
1997-01-15,8.2964,8.3131748
1997-01-16,8.2962,8.31309
1997-01-17,8.2958,8.3130052
1997-01-20,8.2956,8.3129224
1997-01-21,8.2956,8.312838
1997-01-22,8.295499999999999,8.3127572
1997-01-23,8.295399999999999,8.3126788
1997-01-24,8.295399999999999,8.3126016
1997-01-27,8.2951,8.312526799999999
1997-01-28,8.2948,8.3124532
1997-01-29,8.294400000000001,8.31238
1997-01-30,8.294,8.312303600000002
1997-01-31,8.2938,8.3122308
1997-02-03,8.2934,8.31216
1997-02-04,8.293099999999999,8.3120924
1997-02-05,8.2927,8.312025599999998
1997-02-06,8.2925,8.311958800000001
1997-02-12,8.291599999999999,8.3118836
1997-02-13,8.291599999999999,8.31181
1997-02-14,8.292200000000001,8.311733999999998
1997-02-17,8.2925,8.311649599999999
1997-02-18,8.2924,8.311562799999999
1997-02-19,8.2921,8.311470400000001
1997-02-20,8.2938,8.311378000000001
1997-02-21,8.2939,8.311275199999999
1997-02-24,8.2941,8.311168799999999
1997-02-25,8.2938,8.311059599999998
1997-02-26,8.294,8.310951600000001
1997-02-27,8.2948,8.3108476
1997-02-28,8.2948,8.3107428
1997-03-03,8.295399999999999,8.310635199999998
1997-03-04,8.296,8.310527600000002
1997-03-05,8.2953,8.3104132
1997-03-06,8.295,8.310288
1997-03-07,8.2957,8.3101512
1997-03-10,8.2957,8.309994799999998
1997-03-11,8.2953,8.3098428
1997-03-12,8.2952,8.3096968
1997-03-13,8.2953,8.309547199999999
1997-03-14,8.295499999999999,8.3093972
1997-03-17,8.295499999999999,8.3092512
1997-03-18,8.2958,8.3091072
1997-03-19,8.2958,8.308957199999998
1997-03-20,8.2959,8.3088012
1997-03-21,8.2959,8.308648
1997-03-24,8.2956,8.3084972
1997-03-25,8.2956,8.3083376
1997-03-26,8.2968,8.3081892
1997-03-27,8.2966,8.30804
1997-03-28,8.2964,8.307889999999999
1997-03-31,8.2964,8.3077404
