date,open,high,low,close,volume,maturity
2024-02-23,4.7008,4.759,4.672,4.6939,0,2y
2024-02-26,4.69,4.744,4.662,4.7204,0,2y
2024-02-27,4.702,4.72,4.668,4.7078,0,2y
2024-02-28,4.697,4.699,4.642,4.6498,0,2y
2024-02-29,4.654,4.704,4.608,4.6249,0,2y
2024-03-01,4.633,4.648,4.519,4.5417,0,2y
2024-03-04,4.55,4.614,4.546,4.5997,0,2y
2024-03-05,4.604,4.61,4.527,4.5496,0,2y
2024-03-06,4.558,4.57,4.51,4.5578,0,2y
2024-03-07,4.558,4.572,4.503,4.5159,0,2y
2024-03-08,4.503,4.563,4.409,4.4819,0,2y
2024-03-11,4.486,4.5402,4.486,4.5402,0,2y
2024-03-12,4.534,4.5988,4.532,4.5988,0,2y
2024-03-13,4.586,4.624,4.586,4.624,0,2y
2024-03-14,4.637,4.6914,4.637,4.6914,0,2y
2024-03-15,4.696,4.7339,4.696,4.7339,0,2y
2024-03-18,4.732,4.734,4.732,4.734,0,2y
2024-03-19,4.732,4.732,4.6916,4.6916,0,2y
2024-03-20,4.6916,4.6916,4.6151,4.6151,0,2y
2024-03-21,4.592,4.6405,4.592,4.6405,0,2y
2024-03-22,4.632,4.632,4.5977,4.5977,0,2y
2024-03-25,4.587,4.6318,4.587,4.6318,0,2y
2024-03-26,4.583,4.591,4.583,4.591,0,2y
2024-03-27,4.595,4.595,4.5661,4.5661,0,2y
2024-03-28,4.603,4.6324,4.603,4.6324,0,2y
2024-03-29,4.6324,4.6324,4.6324,4.6324,0,2y
2024-04-01,4.606,4.722,4.595,4.7157,0,2y
2024-04-02,4.697,4.73,4.693,4.6909,0,2y
2024-04-03,4.695,4.737,4.67,4.6744,0,2y
2024-04-04,4.67,4.697,4.635,4.6412,0,2y
2024-04-05,4.648,4.755,4.644,4.7421,0,2y
2024-04-08,4.761,4.7928,4.761,4.7928,0,2y
2024-04-09,4.797,4.799,4.728,4.7426,0,2y
2024-04-10,4.747,4.986,4.72,4.9709,0,2y
2024-04-11,4.961,5.012,4.923,4.9461,0,2y
2024-04-12,4.952,4.952,4.865,4.8966,0,2y
2024-04-15,4.893,4.999,4.889,4.9226,0,2y
2024-04-16,4.925,5.006,4.917,4.9658,0,2y
2024-04-17,4.99,4.998,4.919,4.9321,0,2y
2024-04-18,4.939,4.9926,4.911,4.9926,0,2y
2024-04-19,4.981,4.984,4.878,4.9772,0,2y
2024-04-22,5.004,5.008,4.956,4.9691,0,2y
2024-04-23,4.972,5.0,4.922,4.9267,0,2y
2024-04-24,4.916,4.946,4.91,4.9248,0,2y
2024-04-25,4.931,5.022,4.9,4.9913,0,2y
2024-04-26,5.004,5.004,4.968,4.9996,0,2y
2024-04-29,4.991,4.998,4.97,4.983,0,2y
2024-04-30,4.975,5.046,4.968,5.033,0,2y
2024-05-01,5.031,5.044,4.925,4.9581,0,2y
2024-05-02,4.966,4.971,4.877,4.8831,0,2y
2024-05-03,4.879,4.889,4.72,4.8077,0,2y
2024-05-06,4.805,4.837,4.785,4.8326,0,2y
2024-05-07,4.837,4.837,4.803,4.8241,0,2y
2024-05-08,4.83,4.845,4.828,4.8407,0,2y
2024-05-09,4.839,4.855,4.811,4.8154,0,2y
2024-05-10,4.823,4.87,4.819,4.8655,0,2y
2024-05-13,4.861,4.863,4.827,4.857,0,2y
2024-05-14,4.8231,4.8231,4.8231,4.8231,0,2y
2024-05-15,4.73,4.73,4.73,4.73,0,2y
2024-05-16,4.7974,4.7974,4.7974,4.7974,0,2y
2024-05-17,4.8309,4.8309,4.8309,4.8309,0,2y
2024-05-20,4.8478,4.8478,4.8478,4.8478,0,2y
2024-05-21,4.8307,4.8307,4.8307,4.8307,0,2y
2024-05-22,4.8732,4.8732,4.8732,4.8732,0,2y
2024-05-23,4.9331,4.9331,4.9331,4.9331,0,2y
2024-05-24,4.9504,4.9504,4.9504,4.9504,0,2y
2024-05-27,4.9504,4.9504,4.9504,4.9504,0,2y
2024-05-28,4.9764,4.9764,4.9764,4.9764,0,2y
2024-05-29,4.9747,4.9747,4.9747,4.9747,0,2y
2024-05-30,4.979,4.985,4.923,4.9248,0,2y
2024-05-31,4.923,4.954,4.866,4.8664,0,2y
2024-06-03,4.877,4.887,4.808,4.8163,0,2y
2024-06-04,4.818,4.831,4.75,4.7745,0,2y
2024-06-05,4.778,4.795,4.722,4.7243,0,2y
2024-06-06,4.73,4.753,4.716,4.724,0,2y
2024-06-07,4.729,4.891,4.727,4.8826,0,2y
2024-06-10,4.893,4.897,4.87,4.8825,0,2y
2024-06-11,4.88,4.88,4.826,4.8319,0,2y
2024-06-12,4.842,4.847,4.67,4.7729,0,2y
2024-06-13,4.745,4.771,4.667,4.6969,0,2y
2024-06-14,4.702,4.728,4.658,4.696,0,2y
2024-06-17,4.717,4.77,4.704,4.7634,0,2y
2024-06-18,4.757,4.78,4.695,4.712,0,2y
2024-06-19,4.712,4.712,4.712,4.712,0,2y
2024-06-20,4.729,4.756,4.71,4.7287,0,2y
2024-06-21,4.739,4.747,4.696,4.7279,0,2y
2024-06-24,4.732,4.749,4.719,4.7362,0,2y
2024-06-25,4.727,4.755,4.717,4.736,0,2y
2024-06-26,4.706,4.753,4.706,4.741,0,2y
2024-06-27,4.76,4.764,4.699,4.7161,0,2y
2024-06-28,4.716,4.758,4.664,4.7161,0,2y
2024-07-01,4.745,4.795,4.729,4.766,0,2y
2024-07-02,4.758,4.764,4.712,4.7412,0,2y
2024-07-03,4.7412,4.777,4.67,4.6913,0,2y
2024-07-04,4.6913,4.6913,4.6913,4.6913,0,2y
2024-07-05,4.714,4.756,4.599,4.6077,0,2y
2024-07-08,4.62,4.639,4.612,4.6327,0,2y
2024-07-09,4.628,4.654,4.62,4.6243,0,2y
2024-07-10,4.624,4.639,4.603,4.6242,0,2y
2024-07-11,4.622,4.641,4.49,4.5151,0,2y
2024-07-12,4.517,4.54,4.451,4.4472,0,2y
2024-07-15,4.4472,4.476,4.42,4.4469,0,2y
2024-07-16,4.451,4.474,4.411,4.4298,0,2y
2024-07-17,4.44,4.478,4.427,4.4379,0,2y
2024-07-18,4.446,4.476,4.433,4.4714,0,2y
2024-07-19,4.466,4.517,4.456,4.5045,0,2y
2024-07-22,4.511,4.543,4.498,4.5213,0,2y
2024-07-23,4.517,4.523,4.483,4.4956,0,2y
2024-07-24,4.455,4.462,4.377,4.4328,0,2y
2024-07-25,4.418,4.451,4.34,4.441,0,2y
2024-07-26,4.433,4.46,4.375,4.3832,0,2y
2024-07-29,4.381,4.404,4.361,4.3915,0,2y
2024-07-30,4.402,4.41,4.348,4.3668,0,2y
2024-07-31,4.367,4.398,4.257,4.2595,0,2y
2024-08-01,4.286,4.298,4.142,4.1605,0,2y
2024-08-02,4.151,4.151,3.845,3.8798,0,2y
2024-08-05,3.791,3.949,3.656,3.8873,0,2y
2024-08-06,3.983,4.027,3.915,3.9936,0,2y
2024-08-07,3.985,4.043,3.96,3.9848,0,2y
2024-08-08,3.941,4.084,3.916,4.0338,0,2y
2024-08-09,4.016,4.063,4.003,4.0489,0,2y
2024-08-12,4.0489,4.094,4.005,4.0069,0,2y
2024-08-13,4.015,4.031,3.934,3.9398,0,2y
2024-08-15,3.964,4.118,3.947,4.0971,0,2y
2024-08-16,4.09,4.108,4.027,4.0539,0,2y
2024-08-19,4.083,4.087,4.035,4.0702,0,2y
2024-08-20,4.063,4.074,3.986,3.9941,0,2y
2024-08-21,3.991,4.01,3.895,3.9347,0,2y
2024-08-22,3.94,4.025,3.921,4.0098,0,2y
2024-08-23,3.991,4.021,3.905,3.9153,0,2y
2024-08-26,3.883,3.94,3.877,3.94,0,2y
2024-08-27,3.929,3.963,3.899,3.9055,0,2y
2024-08-28,3.867,3.875,3.848,3.865,0,2y
2024-08-29,3.869,3.906,3.852,3.898,0,2y
2024-08-30,3.898,3.935,3.896,3.9227,0,2y
2024-09-02,3.9227,3.9227,3.9227,3.9227,0,2y
2024-09-03,3.939,3.941,3.853,3.8734,0,2y
2024-09-04,3.867,3.871,3.756,3.7662,0,2y
2024-09-05,3.756,3.793,3.713,3.7497,0,2y
2024-09-06,3.743,3.841,3.595,3.6586,0,2y
2024-09-09,3.667,3.71,3.656,3.675,0,2y
2024-09-10,3.679,3.698,3.592,3.6003,0,2y
2024-09-11,3.586,3.693,3.552,3.6498,0,2y
2024-09-12,3.652,3.702,3.614,3.6579,0,2y
2024-09-13,3.603,3.612,3.562,3.5824,0,2y
2024-09-16,3.5824,3.588,3.528,3.5655,0,2y
2024-09-17,3.563,3.617,3.542,3.5986,0,2y
2024-09-18,3.603,3.722,3.54,3.6318,0,2y
2024-09-19,3.642,3.659,3.573,3.5897,0,2y
2024-09-20,3.578,3.648,3.562,3.5889,0,2y
2024-09-23,3.5889,3.624,3.563,3.5887,0,2y
2024-09-24,3.576,3.618,3.534,3.5379,0,2y
2024-09-25,3.512,3.563,3.508,3.5571,0,2y
2024-09-26,3.559,3.633,3.533,3.6225,0,2y
2024-09-27,3.629,3.643,3.557,3.5571,0,2y
2024-09-30,3.571,3.672,3.559,3.6472,0,2y
2024-10-01,3.637,3.647,3.572,3.6146,0,2y
2024-10-02,3.609,3.658,3.6,3.6311,0,2y
2024-10-03,3.648,3.716,3.639,3.7053,0,2y
2024-10-04,3.692,3.934,3.689,3.9217,0,2y
2024-10-07,3.956,4.026,3.933,3.9889,0,2y
2024-10-08,3.973,3.998,3.942,3.9645,0,2y
2024-10-09,3.961,4.028,3.942,4.0153,0,2y
2024-10-10,4.016,4.091,3.953,3.974,0,2y
2024-10-11,3.957,3.989,3.932,3.9428,0,2y
2024-10-14,3.9428,4.0017,3.9428,3.9848,0,2y
2024-10-15,3.971,3.973,3.926,3.9602,0,2y
2024-10-16,3.948,3.957,3.921,3.9355,0,2y
2024-10-17,3.94,4.014,3.94,3.9782,0,2y
2024-10-18,3.969,3.986,3.944,3.9462,0,2y
2024-10-21,3.959,4.036,3.949,4.0232,0,2y
2024-10-22,4.028,4.06,4.013,4.0324,0,2y
2024-10-23,4.042,4.089,4.04,4.0758,0,2y
2024-10-24,4.083,4.085,4.034,4.068,0,2y
2024-10-25,4.07,4.113,4.036,4.1046,0,2y
2024-10-28,4.142,4.161,4.097,4.1312,0,2y
2024-10-29,4.131,4.178,4.096,4.1168,0,2y
2024-10-30,4.096,4.187,4.074,4.1661,0,2y
2024-10-31,4.176,4.218,4.148,4.1661,0,2y
2024-11-01,4.176,4.245,4.067,4.2075,0,2y
2024-11-04,4.2075,4.2075,4.129,4.1661,0,2y
2024-11-05,4.164,4.241,4.16,4.1993,0,2y
2024-11-06,4.199,4.31,4.191,4.2825,0,2y
2024-11-07,4.274,4.281,4.193,4.1994,0,2y
2024-11-08,4.206,4.269,4.168,4.2581,0,2y
2024-11-11,4.2581,4.3084,4.2581,4.2917,0,2y
2024-11-12,4.286,4.367,4.275,4.3422,0,2y
2024-11-13,4.349,4.376,4.246,4.2668,0,2y
2024-11-14,4.298,4.37,4.244,4.3511,0,2y
2024-11-15,4.36,4.379,4.269,4.3096,0,2y
2024-11-18,4.306,4.337,4.278,4.2844,0,2y
2024-11-19,4.282,4.287,4.21,4.2761,0,2y
2024-11-20,4.28,4.321,4.268,4.3187,0,2y
2024-11-21,4.31,4.357,4.285,4.3529,0,2y
2024-11-22,4.341,4.382,4.32,4.3794,0,2y
2024-11-25,4.343,4.365,4.266,4.2499,0,2y
2024-11-26,4.271,4.297,4.24,4.2499,0,2y
2024-11-27,4.252,4.256,4.194,4.2251,0,2y
2024-11-28,4.2251,4.2251,4.2251,4.2251,0,2y
2024-11-29,4.229,4.229,4.149,4.1757,0,2y
2024-12-02,4.19,4.235,4.169,4.1837,0,2y
2024-12-03,4.184,4.194,4.146,4.1753,0,2y
2024-12-04,4.186,4.21,4.115,4.1256,0,2y
2024-12-05,4.138,4.177,4.134,4.1419,0,2y
2024-12-06,4.148,4.227,4.079,4.0915,0,2y
2024-12-09,4.104,4.133,4.097,4.1245,0,2y
2024-12-10,4.124,4.17,4.114,4.1492,0,2y
2024-12-11,4.145,4.195,4.101,4.1574,0,2y
2024-12-12,4.153,4.201,4.132,4.1906,0,2y
2024-12-13,4.19,4.251,4.182,4.2406,0,2y
2024-12-16,4.238,4.257,4.222,4.2406,0,2y
2024-12-17,4.247,4.3,4.236,4.2489,0,2y
2024-12-18,4.236,4.365,4.211,4.3418,0,2y
2024-12-19,4.346,4.355,4.285,4.308,0,2y
2024-12-20,4.321,4.321,4.251,4.3166,0,2y
2024-12-23,4.312,4.351,4.312,4.3407,0,2y
2024-12-24,4.3407,4.359,4.33,4.3324,0,2y
2024-12-25,4.3324,4.3324,4.3324,4.3324,0,2y
2024-12-26,4.341,4.367,4.324,4.3324,0,2y
2024-12-27,4.33,4.343,4.306,4.3242,0,2y
2024-12-30,4.324,4.33,4.242,4.25,0,2y
2024-12-31,4.25,4.266,4.217,4.2416,0,2y
2025-01-01,4.2416,4.2416,4.2416,4.2416,0,2y
2025-01-02,4.2416,4.268,4.206,4.2498,0,2y
2025-01-03,4.2498,4.287,4.229,4.2745,0,2y
2025-01-06,4.299,4.302,4.247,4.2662,0,2y
2025-01-07,4.281,4.32,4.258,4.2911,0,2y
2025-01-08,4.291,4.314,4.262,4.2744,0,2y
2025-01-09,4.281,4.287,4.254,4.2661,0,2y
2025-01-10,4.262,4.398,4.258,4.375,0,2y
2025-01-13,4.375,4.424,4.375,4.3919,0,2y
2025-01-14,4.375,4.405,4.356,4.3668,0,2y
2025-01-15,4.371,4.371,4.257,4.2659,0,2y
2025-01-16,4.274,4.316,4.228,4.2406,0,2y
2025-01-17,4.24,4.291,4.223,4.2742,0,2y
2025-01-20,4.2742,4.2742,4.2742,4.2742,0,2y
2025-01-21,4.225,4.295,4.219,4.2741,0,2y
2025-01-22,4.287,4.304,4.261,4.2911,0,2y
2025-01-23,4.298,4.308,4.28,4.2911,0,2y
2025-01-24,4.283,4.285,4.242,4.2655,0,2y
2025-01-27,4.263,4.266,4.169,4.199,0,2y
2025-01-28,4.22,4.23,4.195,4.199,0,2y
2025-01-29,4.195,4.263,4.185,4.2238,0,2y
2025-01-30,4.224,4.226,4.191,4.2073,0,2y
2025-01-31,4.216,4.238,4.191,4.1992,0,2y
2025-02-03,4.265,4.28,4.207,4.2572,0,2y
2025-02-04,4.268,4.274,4.21,4.2158,0,2y
2025-02-05,4.228,4.228,4.164,4.191,0,2y
2025-02-06,4.197,4.222,4.185,4.2159,0,2y
2025-02-07,4.216,4.296,4.185,4.283,0,2y
2025-02-10,4.283,4.296,4.252,4.2747,0,2y
2025-02-11,4.2747,4.3,4.2747,4.2917,0,2y
2025-02-12,4.294,4.386,4.283,4.359,0,2y
2025-02-13,4.355,4.364,4.3,4.3088,0,2y
2025-02-14,4.31,4.312,4.24,4.2589,0,2y
2025-02-17,4.2589,4.2589,4.2589,4.2589,0,2y
2025-02-18,4.261,4.31,4.259,4.3098,0,2y
2025-02-19,4.308,4.312,4.27,4.2761,0,2y
2025-02-20,4.272,4.274,4.251,4.2678,0,2y
2025-02-21,4.27,4.275,4.187,4.2001,0,2y
2025-02-24,4.2001,4.226,4.164,4.1661,0,2y
2025-02-25,4.166,4.166,4.076,4.0921,0,2y
2025-02-26,4.088,4.133,4.065,4.0757,0,2y
2025-02-27,4.086,4.119,4.051,4.0593,0,2y
2025-02-28,4.049,4.071,3.985,3.9848,0,2y
2025-03-03,4.024,4.04,3.941,3.9516,0,2y
2025-03-04,3.931,3.993,3.844,3.9349,0,2y
2025-03-05,3.972,4.011,3.897,4.0006,0,2y
2025-03-06,4.021,4.044,3.918,3.9673,0,2y
2025-03-07,3.964,4.023,3.896,3.9997,0,2y
2025-03-10,3.964,3.989,3.883,3.8999,0,2y
2025-03-11,3.862,3.954,3.829,3.941,0,2y
2025-03-12,3.939,4.005,3.916,3.9907,0,2y
2025-03-13,3.995,4.016,3.932,3.9488,0,2y
2025-03-14,3.956,4.025,3.956,4.0233,0,2y
2025-03-17,4.006,4.063,4.004,4.0567,0,2y
2025-03-18,4.05,4.063,4.025,4.0398,0,2y
2025-03-19,4.046,4.105,3.97,3.9807,0,2y
2025-03-20,3.9807,3.993,3.919,3.9552,0,2y
2025-03-21,3.963,3.973,3.912,3.9459,0,2y
2025-03-24,3.975,4.043,3.973,4.0388,0,2y
2025-03-25,4.037,4.058,3.996,4.0132,0,2y
2025-03-26,4.01,4.025,3.994,4.0228,0,2y
2025-03-27,4.004,4.037,3.982,3.9981,0,2y
2025-03-28,3.996,4.0,3.904,3.916,0,2y
2025-03-31,3.856,3.924,3.838,3.8914,0,2y
2025-04-01,3.891,3.893,3.844,3.8749,0,2y
2025-04-02,3.904,3.961,3.836,3.9078,0,2y
2025-04-03,3.792,3.823,3.686,3.7022,0,2y
2025-04-04,3.687,3.703,3.467,3.6849,0,2y
2025-04-07,3.471,3.86,3.446,3.7671,0,2y
2025-04-08,3.767,3.862,3.674,3.7256,0,2y
2025-04-09,3.721,4.037,3.659,3.8745,0,2y
2025-04-10,3.893,3.904,3.785,3.8495,0,2y
2025-04-11,3.841,3.975,3.797,3.9579,0,2y
2025-04-14,3.931,3.95,3.826,3.8492,0,2y
2025-04-15,3.853,3.883,3.811,3.8491,0,2y
2025-04-16,3.813,3.832,3.77,3.7779,0,2y
2025-04-17,3.792,3.819,3.76,3.7961,0,2y
2025-04-18,3.7961,3.7961,3.7961,3.7961,0,2y
2025-04-21,3.779,3.794,3.718,3.7623,0,2y
2025-04-22,3.764,3.827,3.76,3.8169,0,2y
2025-04-23,3.828,3.881,3.762,3.8524,0,2y
2025-04-24,3.852,3.854,3.787,3.7889,0,2y
2025-04-25,3.809,3.824,3.742,3.7623,0,2y
2025-04-28,3.764,3.783,3.678,3.6866,0,2y
2025-04-29,3.6866,3.715,3.65,3.656,0,2y
2025-04-30,3.654,3.676,3.591,3.5966,0,2y
2025-05-01,3.617,3.723,3.558,3.7007,0,2y
2025-05-02,3.692,3.845,3.686,3.826,0,2y
2025-05-05,3.826,4.281,3.791,3.8364,0,2y
2025-05-06,3.8364,3.853,3.781,3.7889,0,2y
2025-05-07,3.805,3.828,3.76,3.7848,0,2y
2025-05-08,3.783,3.907,3.779,3.8926,0,2y
2025-05-09,3.876,3.899,3.835,3.8826,0,2y
2025-05-12,3.929,4.021,3.91,3.9998,0,2y
2025-05-13,3.998,4.027,3.96,4.0127,0,2y
2025-05-14,4.007,4.063,3.986,4.055,0,2y
2025-05-15,4.053,4.062,3.954,3.965,0,2y
2025-05-16,3.961,4.01,3.921,3.9973,0,2y
2025-05-19,3.979,4.038,3.966,3.9723,0,2y
2025-05-20,3.981,3.998,3.956,3.9725,0,2y
2025-05-21,3.983,4.024,3.975,4.0046,0,2y
2025-05-22,4.013,4.018,3.975,3.9921,0,2y
2025-05-23,3.993,4.0,3.906,3.9933,0,2y
2025-05-26,3.9933,3.9933,3.9933,3.9933,0,2y
2025-05-27,3.991,4.0,3.962,3.9765,0,2y
2025-05-28,3.961,4.004,3.951,3.9921,0,2y
2025-05-29,4.031,4.05,3.934,3.9468,0,2y
2025-05-30,3.947,3.951,3.893,3.8934,0,2y
2025-06-02,3.908,3.947,3.895,3.9386,0,2y
2025-06-03,3.937,3.972,3.916,3.9593,0,2y
2025-06-04,3.949,3.97,3.858,3.8727,0,2y
2025-06-05,3.875,3.935,3.835,3.9284,0,2y
2025-06-06,3.918,4.045,3.908,4.0386,0,2y
2025-06-09,4.022,4.035,3.993,4.0117,0,2y
2025-06-10,4.01,4.024,3.983,4.0118,0,2y
2025-06-11,4.016,4.05,3.939,3.9431,0,2y
2025-06-12,3.943,3.952,3.876,3.9035,0,2y
2025-06-13,3.876,3.979,3.866,3.9559,0,2y
2025-06-16,3.964,3.994,3.941,3.9727,0,2y
2025-06-17,3.946,3.977,3.914,3.9455,0,2y
2025-06-18,3.948,3.96,3.891,3.933,0,2y
2025-06-19,3.933,3.933,3.933,3.933,0,2y
2025-06-20,3.927,3.967,3.893,3.9056,0,2y
2025-06-23,3.92,3.933,3.81,3.8527,0,2y
2025-06-24,3.863,3.867,3.806,3.8167,0,2y
2025-06-25,3.791,3.818,3.768,3.7746,0,2y
2025-06-26,3.762,3.773,3.709,3.7152,0,2y
2025-06-27,3.734,3.764,3.721,3.7459,0,2y
2025-06-30,3.74,3.75,3.713,3.7172,0,2y
2025-07-01,3.723,3.787,3.697,3.7827,0,2y
2025-07-02,3.775,3.803,3.748,3.7848,0,2y
2025-07-03,3.7848,3.915,3.754,3.882,0,2y
2025-07-04,3.882,3.882,3.882,3.882,0,2y
2025-07-07,3.855,3.905,3.853,3.8966,0,2y
2025-07-08,3.895,3.92,3.886,3.903,0,2y
2025-07-09,3.899,3.909,3.847,3.8574,0,2y
2025-07-10,3.851,3.889,3.839,3.8679,0,2y
2025-07-11,3.872,3.914,3.862,3.8913,0,2y
2025-07-14,3.883,3.91,3.877,3.8998,0,2y
2025-07-15,3.898,3.963,3.887,3.9524,0,2y
2025-07-16,3.953,3.959,3.86,3.8875,0,2y
2025-07-17,3.896,3.944,3.886,3.915,0,2y
2025-07-18,3.89,3.903,3.859,3.8754,0,2y
2025-07-21,3.8754,3.888,3.84,3.8587,0,2y
2025-07-22,3.861,3.874,3.823,3.8334,0,2y
2025-07-23,3.844,3.891,3.838,3.8906,0,2y
2025-07-24,3.884,3.933,3.882,3.9205,0,2y
2025-07-25,3.919,3.938,3.91,3.9168,0,2y
2025-07-28,3.936,3.94,3.908,3.9277,0,2y
2025-07-29,3.914,3.928,3.867,3.873,0,2y
2025-07-30,3.867,3.947,3.863,3.9365,0,2y
2025-07-31,3.947,3.963,3.916,3.9427,0,2y
2025-08-01,3.955,3.999,3.667,3.6858,0,2y
2025-08-04,3.675,3.731,3.665,3.6875,0,2y
2025-08-05,3.669,3.73,3.669,3.7201,0,2y
2025-08-06,3.726,3.745,3.697,3.7013,0,2y
2025-08-07,3.713,3.744,3.703,3.7238,0,2y
2025-08-08,3.731,3.767,3.727,3.7603,0,2y
2025-08-11,3.7603,3.773,3.746,3.7622,0,2y
2025-08-12,3.77,3.806,3.71,3.7329,0,2y
2025-08-13,3.739,3.745,3.668,3.6786,0,2y
2025-08-14,3.68,3.747,3.655,3.7345,0,2y
2025-08-15,3.73,3.761,3.711,3.7547,0,2y
2025-08-18,3.759,3.778,3.738,3.7692,0,2y
2025-08-19,3.763,3.775,3.74,3.7501,0,2y
2025-08-20,3.756,3.765,3.714,3.7457,0,2y
2025-08-21,3.754,3.807,3.746,3.7897,0,2y
2025-08-22,3.783,3.806,3.675,3.6942,0,2y
2025-08-25,3.713,3.738,3.707,3.7299,0,2y
2025-08-26,3.702,3.719,3.675,3.6831,0,2y
2025-08-27,3.658,3.668,3.611,3.6188,0,2y
2025-08-28,3.621,3.65,3.613,3.6351,0,2y
2025-08-29,3.639,3.645,3.606,3.6147,0,2y
2025-09-01,3.6147,3.6147,3.6147,3.6147,0,2y
2025-09-02,3.637,3.676,3.631,3.6413,0,2y
2025-09-03,3.645,3.662,3.602,3.6207,0,2y
2025-09-04,3.617,3.621,3.586,3.5878,0,2y
2025-09-05,3.583,3.594,3.466,3.5236,0,2y
2025-09-08,3.525,3.53,3.482,3.4946,0,2y
2025-09-09,3.49,3.575,3.486,3.548,0,2y
2025-09-10,3.558,3.56,3.517,3.5417,0,2y
2025-09-11,3.546,3.585,3.475,3.5374,0,2y
2025-09-12,3.543,3.576,3.539,3.5577,0,2y
2025-09-15,3.5577,3.572,3.526,3.5388,0,2y
2025-09-16,3.539,3.578,3.503,3.5137,0,2y
2025-09-17,3.501,3.582,3.468,3.5427,0,2y
2025-09-18,3.545,3.589,3.522,3.5739,0,2y
2025-09-19,3.567,3.59,3.561,3.5694,0,2y
2025-09-22,3.58,3.609,3.565,3.6051,0,2y
2025-09-23,3.6051,3.609,3.582,3.5903,0,2y
2025-09-24,3.563,3.614,3.559,3.6041,0,2y
2025-09-25,3.6,3.67,3.598,3.6614,0,2y
2025-09-26,3.657,3.67,3.639,3.643,0,2y
2025-09-29,3.635,3.647,3.62,3.6328,0,2y
2025-09-30,3.623,3.625,3.59,3.6083,0,2y
2025-10-01,3.617,3.619,3.535,3.5408,0,2y
2025-10-02,3.533,3.574,3.531,3.547,0,2y
2025-10-03,3.545,3.58,3.541,3.5779,0,2y
2025-10-06,3.582,3.601,3.572,3.5986,0,2y
2025-10-07,3.588,3.605,3.564,3.5739,0,2y
2025-10-08,3.568,3.595,3.56,3.5885,0,2y
2025-10-09,3.5885,3.603,3.576,3.5968,0,2y
2025-10-10,3.593,3.593,3.504,3.5244,0,2y
2025-10-13,3.5244,3.5244,3.4994,3.5015,0,2y
2025-10-14,3.51,3.518,3.466,3.4744,0,2y
2025-10-15,3.481,3.512,3.466,3.4994,0,2y
2025-10-16,3.495,3.516,3.412,3.4201,0,2y
2025-10-17,3.405,3.47,3.376,3.4573,0,2y
2025-10-20,3.464,3.48,3.453,3.4572,0,2y
2025-10-21,3.461,3.47,3.438,3.453,0,2y
2025-10-22,3.453,3.468,3.438,3.4445,0,2y
2025-10-23,3.446,3.497,3.438,3.4885,0,2y
2025-10-24,3.491,3.51,3.44,3.4778,0,2y
2025-10-27,3.501,3.518,3.49,3.501,0,2y
2025-10-28,3.49,3.516,3.482,3.4878,0,2y
2025-10-29,3.492,3.612,3.488,3.6,0,2y
2025-10-30,3.6,3.633,3.58,3.6123,0,2y
2025-10-31,3.606,3.619,3.574,3.5983,0,2y
2025-11-03,3.5983,3.613,3.578,3.5984,0,2y
2025-11-04,3.5984,3.609,3.568,3.5779,0,2y
2025-11-05,3.576,3.636,3.549,3.6315,0,2y
2025-11-06,3.625,3.628,3.547,3.5615,0,2y
2025-11-07,3.562,3.58,3.531,3.5575,0,2y
2025-11-10,3.589,3.605,3.572,3.5908,0,2y
2025-11-11,3.5908,3.5908,3.5472,3.5513,0,2y
2025-11-12,3.556,3.578,3.551,3.5597,0,2y
2025-11-13,3.572,3.606,3.564,3.593,0,2y
2025-11-14,3.597,3.618,3.543,3.6121,0,2y
2025-11-17,3.606,3.619,3.591,3.608,0,2y
2025-11-18,3.614,3.614,3.545,3.5767,0,2y
2025-11-19,3.575,3.6,3.556,3.5873,0,2y
2025-11-20,3.604,3.64,3.533,3.5495,0,2y
2025-11-21,3.545,3.558,3.484,3.5075,0,2y
2025-11-24,3.5075,3.533,3.499,3.4873,0,2y
2025-11-25,3.485,3.51,3.454,3.4607,0,2y
2025-11-26,3.469,3.503,3.461,3.477,0,2y
2025-11-27,3.477,3.477,3.477,3.477,0,2y
2025-11-28,3.489,3.516,3.461,3.4913,0,2y
2025-12-01,3.502,3.541,3.481,3.5365,0,2y
2025-12-02,3.533,3.551,3.51,3.5121,0,2y
2025-12-03,3.508,3.508,3.471,3.4855,0,2y
2025-12-04,3.494,3.537,3.492,3.5226,0,2y
2025-12-05,3.525,3.569,3.517,3.5644,0,2y
2025-12-08,3.561,3.61,3.554,3.5812,0,2y
2025-12-09,3.579,3.619,3.565,3.6105,0,2y
2025-12-10,3.6105,3.627,3.532,3.5319,0,2y
2025-12-11,3.526,3.545,3.501,3.5258,0,2y
2025-12-12,3.526,3.551,3.52,3.5284,0,2y
2025-12-15,3.522,3.522,3.489,3.5077,0,2y
2025-12-16,3.5,3.512,3.458,3.4828,0,2y
2025-12-17,3.493,3.512,3.483,3.4829,0,2y
2025-12-18,3.47,3.485,3.435,3.4579,0,2y
2025-12-19,3.469,3.494,3.464,3.4855,0,2y
2025-12-22,3.49,3.513,3.488,3.4994,0,2y
2025-12-23,3.501,3.559,3.491,3.5341,0,2y
2025-12-24,3.53,3.54,3.506,3.5096,0,2y
2025-12-25,3.5096,3.5096,3.5096,3.5096,0,2y
